id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year,emotion_tag
2606,Love Me Til It Hurts,Bentley Jones,0.532,0.584,2,-10.033,0,0.0343,0.367,0.000355,0.0997,0.676,139.924,220512,3,2023,
2607,Heart Attack,Dave,0.7,0.404,5,-10.297,0,0.593,0.584,0,0.116,0.555,107.428,595760,4,2021,
2608,Into the Midnight,Ezediel,0.495,0.706,1,-8.103,1,0.228,0.0892,0.0389,0.189,0.642,182.768,141639,3,2019,
2609,The Shaman,Joey Pecoraro,0.677,0.46,8,-10.749,1,0.0434,0.848,0.891,0.118,0.23,82.971,156145,4,2021,chill
2610,Never Scared (feat. Killer Mike & T.I.) - Club Mix,Bone Crusher,0.586,0.927,11,-4.077,0,0.194,0.00924,1.85E-06,0.344,0.528,73.023,316133,4,2003,
2611,"Sit Still, Look Pretty",Daya,0.655,0.74,2,-4.081,1,0.274,0.14,0,0.106,0.543,182.105,202221,4,2016,
2612,Friendly Faces,Odd Panda,0.645,0.26,4,-17.219,1,0.0569,0.915,0.923,0.0837,0.137,135.93,162353,4,2022,chill
2613,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,163805,4,2019,
2614,playing tricks,thuy,0.67,0.412,4,-8.213,0,0.0779,0.638,1.75E-05,0.0678,0.281,130.005,184258,3,2022,
2615,Loud Bolt,tori yami,0.646,0.635,5,-11.046,1,0.0459,0.416,0.49,0.327,0.669,85.023,137309,4,2023,
2616,Heartbeat,Childish Gambino,0.8,0.545,1,-7.002,0,0.126,0.00373,0.000507,0.0445,0.292,119.965,269840,4,2011,angry
2617,RIP Roach,XXXTENTACION,0.727,0.62,8,-6.443,1,0.306,0.398,0,0.0926,0.555,105.003,169979,4,2017,
2618,Tropa De Elite,Tihuana,0.713,0.88,2,-5.911,1,0.0889,0.0438,0,0.0417,0.963,144.258,194173,4,2000,
2619,Cake By The Ocean,DNCE,0.771,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.881,119,218440,4,2015,
2620,HotCoffeeMod,BONES,0.673,0.841,10,-11.439,0,0.305,0.124,0,0.109,0.47,93.128,130325,4,2022,angry
2621,TikTok,Lucii,0.797,0.595,7,-8.304,1,0.435,0.14,0,0.132,0.712,140.061,169714,4,2021,
2622,London Is Lonely,Holly Humberstone,0.482,0.43,10,-7.224,1,0.0481,0.763,2.79E-06,0.344,0.113,143.23,234760,4,2022,
2623,"808 (feat. dutchavelli, DigDat & B Young)",Da Beatfreakz,0.863,0.592,10,-6.564,1,0.463,0.0686,0,0.0876,0.633,146.05,180266,4,2020,
2624,Under My Skin (feat. Charlotte Jane),Chaël,0.746,0.779,5,-6.896,0,0.0521,0.403,0,0.33,0.402,122.97,160600,4,2022,chill
2625,Can't Buy Me Loving / La La La,Rauf & Faik,0.635,0.765,10,-5.547,0,0.0332,0.318,2.95E-05,0.115,0.455,154.009,205903,4,2021,
2626,Wanting,Not3s,0.679,0.791,4,-9.148,0,0.153,0.00722,1.02E-05,0.137,0.338,102.984,234800,4,2019,
2627,seaside_demo,SEB,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,4,2021,sad
2628,Just A Cloud Away,Pharrell Williams,0.89,0.46,2,-8.155,1,0.0359,0.432,0,0.11,0.677,112.555,176078,3,2013,
2629,I Knew You Were Trouble.,Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,219720,4,2012,
2630,The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,0.824,0.684,10,-7.354,0,0.0935,0.00278,1.45E-06,0.0481,0.87,101.152,177267,4,1998,
2631,Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,201122,4,2017,happy
2632,Inspiration,Chris Mazuera,0.649,0.431,7,-8.228,0,0.0403,0.38,0.783,0.262,0.286,87.034,132670,4,2022,chill
2633,Geronimo,Sheppard,0.707,0.771,7,-6.275,1,0.0783,0.434,0.0013,0.115,0.437,142.016,218228,4,2014,
2634,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,0.66,0.733,0,-4.619,1,0.0359,0.248,8.96E-06,0.17,0.304,119.933,217000,4,2021,happy
2635,When I Look At You,Miley Cyrus,0.459,0.545,6,-4.874,1,0.0282,0.142,0,0.105,0.194,137.941,248587,3,2009,
2636,Drunk Walk Home,Mitski,0.331,0.357,9,-7.627,1,0.0339,0.00167,1.42E-05,0.189,0.322,172.695,155507,3,2014,sad
2637,Virtually,Caity Baser,0.581,0.266,0,-7.815,1,0.0307,0.799,0,0.0705,0.183,129.962,227308,4,2022,
2638,Sangria (feat. Denzel Curry),$NOT,0.883,0.673,6,-8.089,0,0.3,0.057,2.80E-05,0.13,0.507,100.022,126000,4,2020,angry
2639,ZERO BOUNCE,Lorn,0.498,0.743,1,-9.181,0,0.162,0.0763,0.847,0.521,0.173,114.024,226247,3,2020,
2640,Somebody That You Loved,Bruno Martini,0.707,0.721,7,-7,0,0.039,0.329,0.000309,0.0819,0.444,109.977,215998,4,2019,
2641,Ladida (My Heart Goes Boom),CRISPIE,0.68,0.815,0,-4.931,1,0.032,0.11,2.40E-05,0.138,0.436,126.013,173333,4,2020,happy
2642,Smoking at Sundown,peerless,0.636,0.378,7,-7.764,1,0.122,0.258,0.848,0.128,0.326,174.068,132247,4,2022,
2643,Unfucktheworld,Angel Olsen,0.546,0.128,0,-13.162,1,0.0393,0.943,0.0225,0.0987,0.326,119.037,125440,4,2014,
2644,nothing inside (feat. iann dior),Machine Gun Kelly,0.561,0.81,8,-4.754,0,0.0461,0.00047,0,0.157,0.508,87.5,172235,4,2020,sad
2645,Green Utopia,The Vines,0.642,0.81,2,-4.561,1,0.0617,0.0185,6.38E-06,0.0555,0.851,137.009,145976,4,2014,
2646,The Path,Kilig,0.427,0.425,0,-12.221,0,0.0398,0.188,0.898,0.0883,0.173,99.442,192900,4,2021,
2647,Over It,Drax Project,0.747,0.829,11,-6.157,0,0.106,0.101,0,0.168,0.793,119.982,169700,4,2021,
2648,My Universe,Coldplay,0.588,0.701,9,-6.39,1,0.0402,0.00813,0,0.2,0.443,104.988,228000,4,2021,happy
2649,Cheat Code (feat. Baauer),Rico Nasty,0.873,0.91,1,-3.628,1,0.362,0.239,0,0.362,0.8,135.984,137653,5,2019,
2650,GOOD TIMES,Jungle,0.629,0.947,11,-4.414,0,0.0592,0.0856,0.0262,0.328,0.659,133.007,181312,4,2022,
2651,my girl,Shiloh Dynasty,0.601,0.413,7,-16.299,0,0.0483,0.808,0.782,0.564,0.191,98.673,168056,4,2021,
2652,Where Did You Go? (feat. MNEK),Jax Jones,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08E-06,0.293,0.502,127.034,177689,4,2022,
2653,Crust,Flying Lotus,0.676,0.408,9,-7.937,1,0.0811,0.576,0.867,0.201,0.226,106.515,133520,3,2021,
2654,Unstoppable,Sia,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4,2016,
2655,I've Seen Footage,Death Grips,0.603,0.944,11,-3.626,0,0.347,0.0481,0,0.342,0.418,130.035,202853,4,2012,
2656,Reckless,Madison Beer,0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,203385,3,2021,
2657,Feels so Good,P.A.V,0.684,0.411,1,-16.081,0,0.0799,0.323,0.149,0.0891,0.247,120.036,147634,4,2022,
2658,Let It All Go,Birdy,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04E-06,0.0869,0.174,107.005,280757,4,2015,
2659,Elastic Heart,Sia,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,257200,4,2014,
2660,Good News,Deepend,0.684,0.852,7,-5.646,1,0.0943,0.0719,0,0.482,0.533,114.969,158685,4,2022,
2661,Zero - Remastered 2012,The Smashing Pumpkins,0.438,0.728,8,-7.105,1,0.0458,3.49E-05,0.57,0.0509,0.701,128.04,160173,4,1995,angry
2662,ghost town (voice memo),Chloe George,0.471,0.229,8,-6.504,1,0.0358,0.953,0,0.0909,0.358,68.41,137250,3,2021,sad
2663,Laundry Day,Kid Kio,0.683,0.266,8,-11.348,1,0.059,0.726,0.672,0.117,0.19,155.321,112308,4,2022,
2664,Zero Zero,dutchavelli,0.757,0.56,1,-10.491,1,0.513,0.182,0,0.0784,0.571,140.171,187714,4,2020,
2665,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,0.824,0.854,8,-5.312,1,0.177,0.016,4.95E-05,0.117,0.896,95.114,210329,4,2020,
2666,Lemonade Waves,PIÑA PINK,0.694,0.343,8,-12.39,0,0.0463,0.848,0.82,0.626,0.33,85.002,169090,4,2022,
2667,Hornbeam,Scrimshire,0.837,0.27,7,-10.328,1,0.0625,0.719,0.898,0.0975,0.566,116.998,219368,4,2022,chill
2668,Suns of Gold,Leifur James,0.538,0.3,2,-12.948,1,0.0418,0.685,0.345,0.208,0.0668,188.135,262695,4,2018,
2669,Enter Sandman,Metallica,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573,4,1991,
2670,Burning Hour,Jadu Heart,0.557,0.8,3,-6.867,0,0.0329,0.088,0.537,0.104,0.497,105.023,278901,4,2020,
2671,Ain't No Rest for the Wicked,Cage The Elephant,0.634,0.849,0,-7.075,1,0.105,0.0438,0,0.363,0.919,156.004,175493,4,2009,angry
2672,Issa thang,Moodster,0.416,0.0628,5,-17.173,0,0.0833,0.955,0.894,0.114,0.478,210.102,140844,3,2022,
2673,"L.O.V.E. (feat. EARTHGANG, Jon Batiste & Sherwyn)",Yung Bae,0.81,0.786,9,-4.833,1,0.0485,0.000312,0,0.23,0.642,111.056,169200,4,2022,
2674,Before You Go - Piano Version,Lewis Capaldi,0.467,0.359,3,-6.892,1,0.0815,0.843,0,0.0913,0.21,173.318,218769,3,2019,sad
2675,Sk8 Head,City Morgue,0.638,0.946,10,-3.685,0,0.315,0.186,0,0.399,0.583,85.015,151107,4,2018,
2676,emails i can’t send,Sabrina Carpenter,0.515,0.387,7,-10.614,1,0.192,0.757,0,0.622,0.408,86.313,104408,3,2022,
2677,навсегда,Ghostemane,0.743,0.828,1,-6.233,1,0.106,0.0415,0.5,0.134,0.21,150.01,168250,4,2021,
2678,Carry On,Altero,0.648,0.427,0,-11.82,1,0.0557,0.271,0,0.118,0.641,108.055,131769,4,2022,chill
2679,One More (feat. Nile Rodgers),SG Lewis,0.722,0.784,5,-4.662,0,0.0819,0.00668,5.31E-06,0.467,0.768,119.988,196183,4,2021,
2680,THAT BITCH,Bea Miller,0.778,0.738,2,-2.164,1,0.218,0.0103,0,0.55,0.626,162.132,201102,4,2019,
2681,Gateway Drug,Bebe Rexha,0.89,0.477,2,-7.283,0,0.0532,0.13,0,0.373,0.659,121.966,212173,4,2017,
2682,Far From Me,Dizaro,0.951,0.52,2,-8.37,1,0.437,0.429,0.0142,0.0995,0.308,123,160488,4,2022,
2683,Fool 4 U,Yuna,0.76,0.404,8,-10.028,1,0.0425,0.763,0.00119,0.106,0.665,150.023,179000,4,2022,
2684,Autumn Air,Jorick,0.7,0.414,1,-9.783,1,0.0675,0.035,0.818,0.132,0.176,154.025,139440,4,2022,
2685,Rise Up,Andra Day,0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,253342,4,2015,
2686,Red Flags,Esther Graf,0.729,0.839,2,-3.029,1,0.0455,0.0657,0,0.328,0.818,148.031,182698,4,2021,
2687,All About Us,Lekie Low,0.669,0.317,11,-13.99,1,0.0402,0.348,0.947,0.109,0.237,90.037,106667,4,2022,
2688,My Way (feat. Monty),Fetty Wap,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,213053,4,2015,
2689,Hit 'Em Up - Single Version,2Pac,0.916,0.844,7,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,312627,4,1998,
2690,Learn to Fly,Foo Fighters,0.465,0.919,4,-4.025,1,0.0408,1.83E-05,2.07E-05,0.262,0.537,135.997,235293,4,1999,
2691,No Romance,Tirzah,0.739,0.525,3,-8.166,1,0.032,0.404,0.623,0.0647,0.792,103.987,237235,4,2014,
2692,You,Jacquees,0.735,0.453,8,-8.264,0,0.0602,0.413,0,0.104,0.335,115.002,217387,4,2018,chill
2693,Night Changes,One Direction,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,226600,4,2014,
2694,Jumpman,Drake,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,205879,4,2015,
2695,Black Magic,Little Mix,0.776,0.875,4,-5.535,1,0.0575,0.0343,0,0.314,0.849,111.988,211786,4,2015,happy
2696,vendetta!,MUPP,0.706,0.91,1,-3.527,1,0.146,0.175,2.00E-06,0.11,0.667,126.007,107045,4,2022,
2697,This Side of Paradise,Coyote Theory,0.278,0.662,9,-6.075,1,0.0295,0.386,1.14E-05,0.134,0.274,181.683,242013,3,2011,
2698,Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,2013,
2699,You Only Live Twice (with Lil Wayne & Rick Ross),Drake,0.519,0.851,7,-6.001,1,0.29,0.118,0,0.178,0.711,123.823,213104,5,2021,
2700,The Bay,Basmati,0.484,0.504,11,-7.189,1,0.0311,0.24,0.658,0.0787,0.185,77.836,129231,4,2023,chill
2701,waiting,HawaiiHockey,0.691,0.108,7,-11.181,1,0.0361,0.969,0.918,0.106,0.102,91.006,170110,4,2022,
2702,raised by a pear,Perpetual Machine,0.547,0.343,1,-9.346,1,0.0412,0.765,0.909,0.145,0.166,84.961,141176,4,2022,chill
2703,Half A Man,Dean Lewis,0.507,0.204,0,-11.575,1,0.0504,0.855,0,0.143,0.343,77.765,179120,4,2019,
2704,Smells Blood,Kensuke Ushio,0.641,0.598,4,-8.485,0,0.0426,0.000586,0.863,0.121,0.161,109.999,109280,4,2018,
2705,Hood Rat Shit,Megan Thee Stallion,0.871,0.781,7,-3.963,1,0.263,0.0812,0,0.212,0.729,80.018,181231,4,2019,
2706,A Little Love,Milwin,0.6,0.867,6,-5.323,1,0.0587,0.04,0,0.187,0.374,174.029,195744,4,2020,
2707,Spectre,Vibrance Duck,0.672,0.268,10,-14.363,0,0.0473,0.813,0.897,0.125,0.496,77.988,111546,4,2022,
2708,A.M.,One Direction,0.586,0.527,3,-4.905,1,0.0309,0.227,0,0.0963,0.506,141.839,209040,4,2015,
2709,We'll Never Have Sex,Leith Ross,0.365,0.07,2,-17.095,1,0.0838,0.959,0.000977,0.111,0.443,174.053,99621,3,2022,
2710,Why Not,Ghostface Playa,0.725,0.984,9,-1.638,1,0.0351,0.000718,0.895,0.372,0.931,119.983,165000,4,2022,angry
2711,I Lost Myself In Loving You,Jamie Miller,0.456,0.615,1,-5.454,1,0.0529,0.614,0,0.0908,0.416,78.461,201307,4,2022,
2712,"Temptation - 12"" Version / Remastered 2016",Heaven 17,0.727,0.845,3,-5.639,0,0.0825,0.0237,2.42E-06,0.0475,0.437,126.955,283125,4,1982,
2713,Awkward,SZA,0.618,0.474,5,-12.097,1,0.0789,0.182,0.000122,0.108,0.397,119.999,178000,4,2022,sad
2714,i don’t wanna feel u,poolsideconvo,0.39,0.73,5,-8.075,0,0.0659,0.214,0.916,0.094,0.26,134.878,196075,4,2022,
2715,1985,Bowling For Soup,0.607,0.878,4,-4.422,1,0.0665,0.000246,0,0.337,0.853,119.955,193000,4,2004,
2716,It's Ok - Slowed,Edith Whiskers,0.58,0.183,6,-13.6,0,0.0321,0.978,0.0119,0.111,0.196,131.762,214371,4,2021,
2717,Are You Ready For Love? - Remastered,Elton John,0.799,0.719,2,-5.179,1,0.032,0.308,0.00109,0.118,0.772,116.511,212440,4,2017,
2718,Never Too Much,Luther Vandross,0.734,0.586,2,-11.866,1,0.129,0.125,0,0.0367,0.762,109.933,230467,4,1981,
2719,Sad,Maroon 5,0.781,0.262,7,-9.189,1,0.0321,0.797,0,0.1,0.338,111.92,193827,4,2012,sad
2720,Love Me Right,Loe Brezy,0.667,0.717,6,-8.431,1,0.0843,0.0551,0.865,0.093,0.367,159.945,102750,4,2022,chill
2721,there is light in us (sped up),Mathbonus,0.354,0.306,11,-12.725,1,0.0528,0.789,0.913,0.117,0.161,174.882,205768,3,2022,sad
2722,Riding Memories,The Fox,0.688,0.28,9,-13.948,0,0.164,0.967,0.937,0.133,0.395,80.003,104000,4,2022,
2723,Not My Responsibility,Billie Eilish,0.468,0.13,1,-18.031,1,0.0571,0.454,0.927,0.0819,0.0362,115.039,227680,4,2021,
2724,Town Called Malice,The Jam,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,173320,4,1982,
2725,Computers (feat. Bobby Shmurda),Rowdy Rebel,0.817,0.706,10,-4.157,0,0.0799,0.0423,0,0.256,0.428,140.002,305400,4,2014,
2726,Six Feet Under,Billie Eilish,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,189613,4,2016,sad
2727,Twin Size Mattress,The Front Bottoms,0.325,0.867,4,-5.53,1,0.0809,0.00548,4.33E-06,0.103,0.336,144.866,264677,4,2013,
2728,Keep On Movin',Five,0.742,0.853,7,-7.832,1,0.034,0.0396,0,0.0664,0.963,135.02,198067,4,1999,
2729,CORSO,"Tyler, The Creator",0.703,0.845,10,-4.851,0,0.337,0.169,0,0.122,0.745,97.672,146482,4,2021,
2730,3 Nights,Dominic Fike,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,177667,4,2018,
2731,Rosyln,Various Artists,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,289560,3,2009,
2732,Don't,Bryson Tiller,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,198293,4,2015,
2733,TOXIC,Frry,0.446,0.864,5,-7.116,0,0.102,0.456,0,0.127,0.531,158.149,121859,4,2022,
2734,Weak,AJR,0.67,0.578,5,-6.343,1,0.0464,0.134,0,0.19,0.652,124.006,201159,4,2017,happy
2735,Take it Slow,Yugi,0.588,0.44,0,-7.931,1,0.0355,0.604,0.93,0.15,0.0987,83.048,131205,4,2022,
2736,Better When I'm Dancin',Meghan Trainor,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4,2015,
2737,Somewhere Only We Know,Lily Allen,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,208504,4,2014,
2738,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,0.841,0.733,1,-5.077,1,0.142,0.0246,0,0.174,0.284,130.009,283693,4,2013,
2739,Betty (Get Money),Yung Gravy,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15E-05,0.367,0.58,102.004,146471,4,2022,
2740,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,4,2011,
2741,Notion,The Rare Occasions,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,195121,4,2021,happy
2742,End of Time,Lukas Dreyers,0.702,0.417,8,-15.694,1,0.0336,0.382,2.86E-05,0.0941,0.205,115.022,129389,4,2022,
2743,Clowder,Stereo Fear,0.735,0.313,8,-14.319,0,0.0979,0.445,0.899,0.107,0.592,90.028,140000,4,2022,
2744,Good Luck,Mabel,0.696,0.792,0,-5.659,1,0.0494,0.113,0,0.0564,0.445,121.962,235418,4,2022,
2745,Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,191600,4,2016,
2746,At the Coffe Shop,Random Dinu,0.832,0.205,4,-12.969,0,0.0897,0.891,0.909,0.107,0.424,78.009,75385,4,2022,
2747,What’s Next,Drake,0.781,0.594,0,-6.959,0,0.0485,0.0136,0,0.162,0.0628,129.895,178154,4,2021,
2748,Antivist,Bring Me The Horizon,0.494,0.99,7,-2.28,1,0.176,2.01E-05,0,0.127,0.283,136.995,193640,4,2013,
2749,Birds in a Tree,Sid Southside,0.737,0.193,4,-16.648,0,0.108,0.827,0.931,0.11,0.0493,78.507,195823,4,2022,
2750,Fuji Vibes,LoWorld,0.823,0.189,3,-13.329,0,0.0816,0.494,0.792,0.0711,0.315,140.03,145500,4,2023,
2751,Mandy,Relyae,0.755,0.65,7,-12.61,1,0.0537,0.434,0.915,0.107,0.363,86.007,101414,4,2022,
2752,Heathens,Twenty One Pilots,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920,4,2016,sad
2753,A-Punk,Vampire Weekend,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,137760,4,2008,happy
2754,Leave Before You Love Me (with Jonas Brothers),Marshmello,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983,4,2021,
2755,Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600,4,2012,sad
2756,Vegas (I Wanna Ride),Joseline Hernandez,0.686,0.588,3,-11.444,0,0.154,0.156,0,0.106,0.7,78.347,220552,4,2022,
2757,Dollhouse,Melanie Martinez,0.725,0.708,5,-5.331,0,0.0756,0.22,0,0.777,0.555,130.029,231853,4,2015,
2758,Elektrons & Sand,Duos On Mars,0.762,0.209,5,-12.982,1,0.34,0.775,0.847,0.0722,0.452,159.961,129750,4,2022,
2759,Kids,MGMT,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,2007,happy
2760,Queen of Paisley,Silas Short,0.662,0.253,10,-9.975,0,0.0685,0.788,0.00145,0.144,0.333,74.029,244673,4,2021,
2761,You Make My Dreams (Come True),Daryl Hall & John Oates,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627,4,1980,
2762,Luckier,Vowed,0.758,0.798,9,-6.442,0,0.0556,0.428,0.0273,0.464,0.131,109.97,189273,4,2022,
2763,Swim,Chase Atlantic,0.666,0.542,8,-6.429,1,0.0392,0.27,0,0.0765,0.0771,120.134,228787,4,2017,
2764,You Broke My Heart Again,Teqkoi,0.55,0.143,3,-15.685,1,0.241,0.956,0,0.195,0.224,74.918,103400,4,2018,
2765,bad checks,U-kata,0.456,0.379,9,-10.084,1,0.745,0.758,0.555,0.116,0.625,146.642,108272,1,2022,chill
2766,Speechless (Full),Various Artists,0.474,0.489,6,-7.625,0,0.0342,0.467,0,0.119,0.23,124.844,208801,4,2019,sad
2767,Down the street,SlowFly,0.885,0.188,0,-13.026,1,0.0873,0.247,0.882,0.11,0.253,77.29,152233,4,2022,
2768,Peach,Oscar Scheller,0.751,0.583,7,-4.909,0,0.0387,0.102,0.077,0.308,0.688,124.901,212253,4,2021,happy
2769,Freezing,Mimi Webb,0.586,0.891,4,-4.949,1,0.0456,0.0129,0,0.0928,0.759,156.036,176989,4,2023,happy
2770,A Drop in the Ocean,Ron Pope,0.447,0.393,5,-8.65,1,0.038,0.785,0,0.28,0.564,73.139,220239,3,2008,
2771,Look After You,The Fray,0.447,0.592,6,-3.015,0,0.0319,0.0575,4.47E-06,0.13,0.283,78.039,266773,4,2005,
2772,OK,cleopatrick,0.253,0.944,6,-5.273,1,0.326,0.0357,0.00126,0.47,0.297,184.603,233027,4,2022,
2773,Mrs. Maisel,Grace Belly,0.697,0.3,9,-12.137,1,0.22,0.863,0.905,0.11,0.607,160.263,146816,4,2022,
2774,Harbor,Clairo,0.38,0.167,6,-15.294,1,0.0374,0.95,0.000369,0.0844,0.195,93.112,264012,4,2021,
2775,Seaside,Braaten & Chrit Leaf,0.669,0.803,3,-5.746,0,0.032,0.253,0.000109,0.158,0.63,120.981,188424,4,2021,
2776,Payday,Crate Diggers,0.696,0.447,11,-10.871,0,0.044,0.875,0.787,0.241,0.461,89.981,86000,4,2022,
2777,Fuck It Off (feat. Chris Brown),Tee Grizzley,0.801,0.578,1,-7.148,1,0.201,0.0728,0,0.185,0.126,100.032,147600,4,2018,
2778,What Matters,Vancgroover,0.744,0.253,8,-11.841,1,0.13,0.95,0.935,0.105,0.321,160.016,114000,4,2022,
2779,About Damn Time,Lizzo,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,191822,4,2022,happy
2780,Hokus Pokus,Insane Clown Posse,0.87,0.841,11,-5.084,0,0.0948,0.0193,7.71E-05,0.333,0.857,92.176,261173,4,1997,
2781,good times,3scope,0.81,0.362,0,-9.995,1,0.139,0.67,0.761,0.0841,0.528,139.975,144643,4,2022,
2782,Crocodile Rock,Elton John,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51E-05,0.0591,0.968,149.91,235440,4,1973,
2783,get me high,Marco Luka,0.401,0.344,9,-9.323,0,0.0318,0.832,0,0.202,0.623,169.474,105258,4,2021,
2784,Shout To The Top,The Style Council,0.702,0.935,7,-6.528,1,0.107,0.044,0.00057,0.0774,0.897,143.733,259600,4,2013,
2785,Habits,Smith Beats,0.502,0.15,9,-20.082,1,0.0423,0.915,0.925,0.066,0.132,64.976,183385,4,2022,
2786,This Side,Miles from Kinshasa,0.742,0.422,7,-9.003,1,0.171,0.331,0.0657,0.114,0.757,93.953,181277,4,2022,chill
2787,I Forget Where We Were,Ben Howard,0.305,0.462,0,-9.57,1,0.0338,0.475,0.122,0.0916,0.181,113.468,281213,4,2014,
2788,Sunchyme,Dario G,0.694,0.977,4,-4.553,1,0.0734,0.0115,0.1,0.0916,0.333,132.994,235850,4,2016,happy
2789,Futureproof,Nothing But Thieves,0.337,0.905,11,-5.211,0,0.168,0.000823,0.000475,0.192,0.37,171.455,207769,4,2021,
2790,Throw Up When I See Your Face,Cloudy June,0.795,0.421,4,-5.487,0,0.0432,0.0766,0,0.0757,0.482,135.881,164660,4,2022,
2791,Apologize,Timbaland,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,184400,4,2007,sad
2792,The Way I Am,Eminem,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248,290427,4,2000,
2793,ur so pretty,Wasia Project,0.322,0.231,4,-12.919,1,0.0347,0.932,0.00076,0.149,0.228,91.186,132000,3,2022,
2794,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,237240,4,2018,
2795,New Shoes,Paolo Nutini,0.748,0.735,8,-8.692,1,0.0903,0.47,1.09E-05,0.0851,0.854,150.04,203653,4,2007,
2796,Like A G6,Far East Movement,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,216893,4,2010,
2797,27,Angelo De Augustine,0.537,0.352,0,-10.106,1,0.0288,0.717,0.000108,0.073,0.448,107.988,192477,4,2022,
2798,SAME THING,The Kid LAROI,0.662,0.659,6,-4.642,1,0.155,0.0225,0,0.107,0.363,135.95,124590,5,2020,
2799,The Brightest Lights,King Charles,0.52,0.833,3,-4.47,1,0.0352,0.0324,0,0.239,0.357,90.033,216013,4,2012,happy
2800,Shine,Ah. BLOOM,0.81,0.491,10,-11.405,0,0.204,0.508,0.596,0.0827,0.83,75.004,233600,4,2022,
2801,I See Red,Everybody Loves an Outlaw,0.42,0.447,4,-7.555,0,0.0375,0.00734,0.0156,0.202,0.216,78.775,230613,3,2018,
